response_id,mode,status,attention_check,duration_seconds,region,county,age,gender,race_ethnicity,education,party_registration,ideology,vote_2024,homeownership,children_home,housing_cost_seriousness,allow_more_housing,rent_increase_limit,affordable_housing_tax_credits,development_traffic_concern,corporate_buyer_restrictions,public_land_housing,housing_priority_tradeoff
NVH00669,online,complete,Passed,366,Clark,Clark,39,Male,White non-Hispanic,High school or less,Independent/Other,Moderate,Did not vote,Rent,Yes,Very serious,Somewhat oppose,Strongly support,Somewhat support,Somewhat concerned,Somewhat support,Strongly support,Build more homes even if neighborhoods change
NVH00670,online,complete,Passed,1297,Clark,Clark,39,Female,White non-Hispanic,Some college/associate,Independent/Other,Moderate,Did not vote,Other arrangement,Yes,Not too serious,Somewhat oppose,Somewhat oppose,Somewhat support,Not too concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00671,online,complete,Passed,1262,Clark,Clark,28,Male,Hispanic/Latino,Some college/associate,Independent/Other,Somewhat conservative,Trump,Rent,Yes,Very serious,Strongly support,Strongly oppose,Somewhat support,Somewhat concerned,Somewhat support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00672,sms,complete,Passed,252,Clark,Clark,44,Female,White non-Hispanic,High school or less,Republican,Very conservative,Other,Own,No,Very serious,Somewhat oppose,Somewhat support,Strongly support,Not too concerned,Strongly oppose,Somewhat oppose,Build more homes even if neighborhoods change
NVH00673,online,complete,Passed,719,Clark,Clark,56,Male,White non-Hispanic,College graduate,Republican,Moderate,Trump,Own,No,Very serious,Somewhat oppose,Somewhat oppose,Strongly oppose,Not too concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00674,online,complete,Passed,435,Clark,Clark,30,Male,White non-Hispanic,Some college/associate,Independent/Other,Moderate,Trump,Own,No,Somewhat serious,Not sure,Somewhat oppose,Strongly oppose,Somewhat concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00675,online,complete,Passed,451,Rural Nevada,Humboldt,67,Female,Hispanic/Latino,Postgraduate,Independent/Other,Very conservative,Trump,Rent,No,Somewhat serious,Somewhat support,Somewhat support,Strongly support,Somewhat concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00676,online,complete,Passed,1182,Clark,Clark,22,Female,White non-Hispanic,Some college/associate,Democrat,Very liberal,Trump,Rent,No,Very serious,Somewhat support,Somewhat support,Somewhat oppose,Not too concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00677,online,complete,Passed,1102,Clark,Clark,69,Female,Hispanic/Latino,College graduate,Democrat,Very conservative,Harris,Own,No,Somewhat serious,Strongly support,Strongly support,Strongly support,Very concerned,Somewhat oppose,Strongly support,Build more homes even if neighborhoods change
NVH00678,sms,partial,Passed,1283,Rural Nevada,Carson City,27,Female,Black,High school or less,Republican,Very conservative,Trump,Rent,Yes,Very serious,Somewhat support,Strongly oppose,Somewhat oppose,Somewhat concerned,Somewhat oppose,Not sure,Build more homes even if neighborhoods change
NVH00679,online,complete,Passed,496,Clark,Clark,34,Female,Hispanic/Latino,College graduate,Independent/Other,Very liberal,Trump,Rent,Yes,Very serious,Somewhat oppose,Strongly support,Somewhat support,Somewhat concerned,Somewhat oppose,Somewhat oppose,Build more homes even if neighborhoods change
NVH00680,sms,complete,Failed,1080,Clark,Clark,28,Female,White non-Hispanic,College graduate,Democrat,Somewhat liberal,Did not vote,Rent,No,Very serious,Not sure,Strongly support,Strongly support,Not too concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00681,online,complete,Passed,509,Clark,Clark,25,Female,White non-Hispanic,Postgraduate,Democrat,Somewhat liberal,Harris,Rent,Yes,Very serious,Somewhat oppose,Strongly support,Not sure,Not too concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00682,online,complete,Passed,1016,Clark,Clark,48,Female,Asian/Pacific Islander,College graduate,Democrat,Very liberal,Harris,Own,No,Very serious,Somewhat support,Strongly support,Strongly support,Very concerned,Somewhat support,Somewhat support,Not sure
NVH00683,online,complete,Passed,847,Clark,Clark,24,Male,Asian/Pacific Islander,High school or less,Democrat,Moderate,Harris,Own,No,Very serious,Somewhat support,Somewhat support,Somewhat support,Not too concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00684,online,complete,Passed,917,Clark,Clark,68,Female,White non-Hispanic,College graduate,Independent/Other,Somewhat conservative,Harris,Rent,No,Somewhat serious,Somewhat support,Somewhat oppose,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00685,sms,complete,Passed,898,Washoe,Washoe,57,Male,White non-Hispanic,Some college/associate,Republican,Moderate,Trump,Own,No,Very serious,Strongly support,Somewhat oppose,Strongly oppose,Somewhat concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00686,online,complete,Passed,504,Clark,Clark,84,Male,Hispanic/Latino,College graduate,Independent/Other,Very liberal,Other,Own,No,Very serious,Somewhat support,Strongly oppose,Somewhat oppose,Somewhat concerned,Somewhat oppose,Somewhat oppose,Build more homes even if neighborhoods change
NVH00687,online,complete,Passed,699,Clark,Clark,18,Female,Black,High school or less,Independent/Other,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat oppose,Somewhat oppose,Somewhat support,Somewhat concerned,Not sure,Somewhat oppose,Build more homes even if neighborhoods change
NVH00688,sms,complete,Passed,1188,Rural Nevada,Lyon,45,Female,White non-Hispanic,Postgraduate,Independent/Other,Somewhat conservative,Harris,Own,Yes,Somewhat serious,Somewhat support,Somewhat oppose,Somewhat support,Very concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00689,online,complete,Passed,1139,Rural Nevada,Nye,63,Female,White non-Hispanic,High school or less,Republican,Somewhat conservative,Trump,Other arrangement,No,Not too serious,Not sure,Not sure,Somewhat oppose,Very concerned,Not sure,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00690,online,complete,Passed,1357,Clark,Clark,61,Female,Black,College graduate,Democrat,Moderate,Harris,Own,No,Not too serious,Somewhat support,Somewhat support,Somewhat oppose,Very concerned,Somewhat support,Strongly support,Build more homes even if neighborhoods change
NVH00691,online,complete,Passed,1028,Clark,Clark,49,Female,Hispanic/Latino,High school or less,Independent/Other,Moderate,Trump,Rent,No,Very serious,Somewhat oppose,Strongly support,Somewhat support,Very concerned,Strongly support,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00692,online,complete,Passed,1019,Clark,Clark,26,Male,Hispanic/Latino,High school or less,Republican,Moderate,Trump,Rent,No,Very serious,Somewhat oppose,Somewhat support,Strongly oppose,Very concerned,Somewhat oppose,Strongly support,Build more homes even if neighborhoods change
NVH00693,online,complete,Passed,1186,Clark,Clark,74,Male,White non-Hispanic,High school or less,Independent/Other,Very conservative,Did not vote,Own,No,Somewhat serious,Somewhat oppose,Somewhat support,Somewhat oppose,Somewhat concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00694,sms,complete,Passed,1314,Clark,Clark,28,Female,White non-Hispanic,High school or less,Independent/Other,Moderate,Harris,Own,No,Very serious,Strongly support,Somewhat oppose,Not sure,Somewhat concerned,Not sure,Somewhat support,Build more homes even if neighborhoods change
NVH00695,online,complete,Passed,1166,Washoe,Washoe,25,Female,White non-Hispanic,Postgraduate,Democrat,Somewhat conservative,Harris,Rent,No,Very serious,Somewhat oppose,Somewhat oppose,Strongly support,Somewhat concerned,Strongly support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00696,online,complete,Passed,1113,Washoe,Washoe,19,Female,White non-Hispanic,College graduate,Democrat,Moderate,Harris,Rent,No,Somewhat serious,Somewhat oppose,Strongly support,Somewhat support,Very concerned,Strongly support,Not sure,Build more homes even if neighborhoods change
NVH00697,online,terminated,Passed,1205,Clark,Clark,32,Female,Hispanic/Latino,College graduate,Democrat,Moderate,Harris,Own,Yes,Very serious,Somewhat oppose,Strongly support,Strongly support,Very concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00698,sms,complete,Passed,1283,Clark,Clark,36,Male,White non-Hispanic,College graduate,Republican,Somewhat conservative,Trump,Rent,No,Somewhat serious,Not sure,Somewhat oppose,Somewhat support,Somewhat concerned,Somewhat oppose,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00699,sms,complete,Passed,1432,Clark,Clark,83,Female,Black,Some college/associate,Democrat,Moderate,Harris,Other arrangement,No,Very serious,Somewhat support,Somewhat support,Strongly oppose,Not too concerned,Somewhat oppose,Somewhat support,Build more homes even if neighborhoods change
NVH00700,online,complete,Failed,892,Clark,Clark,79,Male,Hispanic/Latino,College graduate,Independent/Other,Moderate,Trump,Own,No,Somewhat serious,Strongly oppose,Somewhat support,Somewhat support,Very concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00701,online,complete,Passed,201,Rural Nevada,Churchill,32,Female,Hispanic/Latino,Some college/associate,Independent/Other,Somewhat conservative,Trump,Rent,Yes,Very serious,Somewhat oppose,Strongly support,Somewhat support,Somewhat concerned,Strongly support,Strongly oppose,Not sure
NVH00702,sms,complete,Passed,1219,Clark,Clark,25,Male,Black,Some college/associate,Democrat,Very liberal,Harris,Own,Yes,Very serious,Not sure,Somewhat oppose,Somewhat support,Very concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00703,online,complete,Passed,211,Clark,Clark,31,Female,Asian/Pacific Islander,High school or less,Republican,Somewhat conservative,Trump,Rent,Yes,Very serious,Strongly support,Somewhat support,Somewhat support,Somewhat concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00704,sms,partial,Passed,545,Clark,Clark,79,Male,Hispanic/Latino,Postgraduate,Independent/Other,Very liberal,Harris,Rent,No,Very serious,Somewhat support,Somewhat oppose,Somewhat oppose,Very concerned,Somewhat support,Strongly oppose,Build more homes even if neighborhoods change
NVH00705,sms,complete,Passed,650,Clark,Clark,26,Female,Other/Mixed,College graduate,Democrat,Somewhat liberal,Harris,Own,No,Very serious,Somewhat support,Somewhat support,Somewhat oppose,Somewhat concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00706,sms,complete,Passed,1443,Clark,Clark,32,Male,White non-Hispanic,High school or less,Independent/Other,Moderate,Harris,Rent,No,Very serious,Somewhat oppose,Somewhat support,Strongly support,Not too concerned,Somewhat oppose,Somewhat support,Not sure
NVH00707,sms,complete,Passed,270,Clark,Clark,24,Female,Black,College graduate,Democrat,Somewhat liberal,Harris,Other arrangement,No,Somewhat serious,Somewhat oppose,Strongly support,Strongly oppose,Somewhat concerned,Somewhat oppose,Somewhat support,Build more homes even if neighborhoods change
NVH00708,online,partial,Passed,1265,Clark,Clark,50,Female,White non-Hispanic,College graduate,Independent/Other,Very liberal,Other,Rent,No,Very serious,Not sure,Somewhat support,Somewhat oppose,Very concerned,Somewhat support,Not sure,Build more homes even if neighborhoods change
NVH00709,sms,complete,Passed,250,Washoe,Washoe,18,Female,Asian/Pacific Islander,Some college/associate,Independent/Other,Very liberal,Harris,Own,No,Somewhat serious,Somewhat oppose,Strongly support,Somewhat oppose,Somewhat concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00710,online,complete,Passed,752,Clark,Clark,21,Female,White non-Hispanic,College graduate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat support,Somewhat support,Somewhat support,Somewhat concerned,Somewhat support,Somewhat support,Not sure
NVH00711,online,complete,Passed,969,Clark,Clark,46,Male,White non-Hispanic,Postgraduate,Democrat,Somewhat liberal,Harris,Own,Yes,Somewhat serious,Somewhat support,Somewhat oppose,Somewhat support,Very concerned,Strongly support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00712,online,complete,Passed,802,Clark,Clark,30,Male,Black,College graduate,Democrat,Moderate,Harris,Other arrangement,No,Very serious,Somewhat support,Somewhat support,Somewhat support,Not at all concerned,Strongly support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00713,sms,complete,Passed,280,Clark,Clark,37,Female,White non-Hispanic,High school or less,Democrat,Moderate,Harris,Rent,No,Somewhat serious,Somewhat oppose,Strongly support,Somewhat oppose,Somewhat concerned,Strongly oppose,Strongly support,Build more homes even if neighborhoods change
NVH00714,online,complete,Passed,703,Washoe,Washoe,59,Female,Hispanic/Latino,College graduate,Democrat,Moderate,Did not vote,Own,No,Very serious,Somewhat support,Somewhat support,Strongly support,Very concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00715,sms,complete,Passed,1210,Washoe,Washoe,27,Male,Hispanic/Latino,Some college/associate,Democrat,Somewhat liberal,Other,Rent,No,Very serious,Strongly support,Strongly support,Strongly support,Not too concerned,Somewhat support,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00716,online,complete,Passed,509,Rural Nevada,Elko,20,Male,Asian/Pacific Islander,College graduate,Independent/Other,Somewhat conservative,Harris,Own,No,Very serious,Somewhat support,Somewhat oppose,Somewhat oppose,Somewhat concerned,Somewhat support,Strongly support,Build more homes even if neighborhoods change
NVH00717,online,complete,Passed,1391,Clark,Clark,22,Male,White non-Hispanic,Postgraduate,Democrat,Moderate,Other,Rent,No,Very serious,Strongly support,Somewhat support,Somewhat oppose,Somewhat concerned,Somewhat support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00718,online,complete,Passed,918,Clark,Clark,55,Female,White non-Hispanic,High school or less,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat oppose,Strongly support,Somewhat support,Not too concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
